player_id,first_name,last_name,position,country,birth,appearances,clean_sheets,goals,assists,red_cards,yellow_cards
1,David,Seaman,Goalkeeper,England,19/09/1963,344,141,0,4,1,1
2,Alan,Miller,Goalkeeper,England,29/03/1970,25,4,0,0,0,1
3,Tony,Adams,Defender,England,10/10/1966,255,115,12,9,4,36
4,Colin,Pates,Defender,England,10/08/1961,7,1,0,0,0,0
5,Gavin,McGowan,Defender,England,16/01/1976,6,0,0,0,0,0
6,Pal,Lydersen,Defender,Norway,10/09/1965,8,1,0,0,0,0
7,Steve,Morrow,Defender,Northern Ireland,02/07/1970,60,14,1,1,0,2
8,David,O'Leary,Defender,Ireland,02/05/1958,21,5,0,0,0,1
9,Steve,Bould,Defender,England,16/11/1962,196,69,2,6,2,38
10,Scott,Marshall,Defender,Scotland,01/05/1973,26,9,1,0,0,6
11,Nigel,Winterburn,Defender,England,11/12/1963,352,119,5,19,1,51
12,Andy,Linighan,Defender,England,18/06/1962,117,39,5,4,0,8
13,Lee,Dixon,Defender,England,17/03/1964,305,114,9,19,1,30
14,Martin,Keown,Centre Central Defender,England,24/07/1966,323,108,4,7,6,49
15,Jimmy,Carter,Midfielder,England,09/11/1965,19,0,2,0,0,1
16,Mark,Flatts,Midfielder,England,14/10/1972,16,2,0,1,0,0
17,John,Jensen,Midfielder,Denmark,03/05/1965,98,30,1,5,0,12
18,David,Hillier,Midfielder,England,19/12/1969,61,17,1,6,0,2
19,Ray,Parlour,Midfielder,England,07/03/1973,379,107,20,20,3,62
20,Ian,Selley,Midfielder,England,14/06/1974,41,11,0,3,0,8
21,Paul,Davis,Midfielder,England,09/12/1961,32,14,1,1,0,3
22,Anders,Limpar,Midfielder,Sweden,24/09/1965,99,17,7,15,0,15
23,Paul,Merson,Centre Central Midfielder,England,20/03/1968,280,68,46,43,0,15
24,Paul,Shaw,Midfielder,England,04/09/1973,12,0,2,2,0,0
25,Kevin,Campbell,Forward,England,04/02/1970,325,73,83,37,0,16
26,Alan,Smith,Forward,England,21/11/1962,75,18,8,9,0,0
27,Paul,Dickov,Forward,Scotland,01/11/1972,155,19,36,12,2,38
28,Neil,Heaney,Forward,England,11/08/1972,67,10,5,2,0,8
29,Ian,Wright,Forward,England,03/11/1963,213,59,113,22,2,52
32,Mark,Bosnich,Goalkeeper,Australia,13/01/1972,206,74,0,1,1,8
33,Nigel,Spink,Goalkeeper,England,08/08/1958,55,16,0,1,1,0
34,Michael,Oakes,Goalkeeper,England,30/10/1973,72,19,0,0,1,0
35,Ugo,Ehiogu,Defender,England,03/11/1972,355,111,19,8,5,45
36,Dariusz,Kubicki,Defender,Poland,06/06/1963,31,8,0,0,0,3
37,Paul,McGrath,Defender,Ireland,04/12/1959,166,40,6,3,0,13
38,Earl,Barrett,Defender,England,28/04/1967,195,59,1,6,1,17
39,Shaun,Teale,Defender,England,10/03/1964,105,35,2,3,0,15
40,Neil,Cox,Defender,England,08/10/1971,143,25,6,6,1,20
41,Steve,Staunton,Defender,Ireland,19/01/1969,288,67,13,28,3,32
42,Bryan,Small,Defender,England,15/11/1971,29,5,0,1,0,0
43,Kevin,Richardson,Midfielder,England,04/12/1962,207,59,7,19,1,23
44,Mark,Blake,Midfielder,England,16/12/1970,31,2,3,1,0,8
45,Gareth,Farrelly,Midfielder,Ireland,28/08/1975,61,5,2,0,0,6
46,Stephen,Froggatt,Midfielder,England,09/03/1973,75,14,4,13,0,9
47,Ray,Houghton,Midfielder,Ireland,06/01/1962,105,25,8,12,0,3
48,Garry,Parker,Midfielder,England,07/09/1965,144,25,19,16,0,3
49,David,Farrell,Midfielder,England,11/11/1971,6,0,0,0,0,0
50,Stefan,Beinlich,Midfielder,Germany,13/01/1972,14,0,1,1,0,0
51,Matthias,Breitkreutz,Midfielder,Germany,12/05/1971,5,0,0,0,0,0
52,Tony,Daley,Midfielder,England,18/10/1967,40,8,3,3,0,0
53,Chris,Boden,Midfielder,England,13/10/1973,1,0,0,0,0,0
54,Neil,Davis,Forward,England,15/08/1973,2,0,0,0,0,0
55,Martin,Carruthers,Forward,England,07/08/1972,1,0,0,0,0,0
56,Henrik,Larsen,Forward,Denmark,17/05/1966,0,0,0,0,0,0
57,Graham,Fenton,Forward,England,22/05/1974,93,4,13,7,0,12
58,Frank,McAvennie,Midfielder,Scotland,22/11/1959,10,0,0,1,0,1
59,Dwight,Yorke,Midfielder,TRINIDAD AND TOBAGO,03/11/1971,375,77,123,50,1,24
60,Dean,Saunders,Forward,Wales,21/06/1964,196,39,45,14,0,5
61,Cyrille,Regis,Forward,England,09/02/1958,13,2,1,3,0,0
62,Dalian,Atkinson,Forward,England,21/03/1968,73,19,22,11,0,3
64,Bobby,Mimms,Goalkeeper,England,12/10/1963,61,24,0,0,0,0
65,Matt,Dickins,Goalkeeper,England,03/09/1970,0,0,0,0,0,0
66,Frank,Talia,Goalkeeper,Australia,20/07/1972,0,0,0,0,0,0
67,David,May,Defender,England,24/06/1970,158,63,8,3,0,18
68,Nicky,Marker,Defender,England,03/05/1965,53,14,1,1,0,3
69,Tony,Dobson,Defender,England,05/02/1969,18,8,0,1,1,2
70,Graeme,Le Saux,Defender,England,17/10/1968,327,92,12,44,2,52
71,Kevin,Moran,Defender,Ireland,29/04/1956,55,20,5,0,0,4
72,Alan,Wright,Defender,England,28/09/1971,305,101,5,24,0,21
73,Patrik,Andersson,Defender,Sweden,18/08/1971,12,2,0,0,0,2
74,Henning,Berg,Defender,Norway,01/09/1969,275,87,8,11,2,19
75,Colin,Hendry,Defender,Scotland,07/12/1965,218,75,8,4,0,34
76,Richard,Brown,Midfielder,England,13/01/1967,2,1,0,0,0,0
77,Simon,Ireland,Midfielder,England,23/11/1971,1,0,0,0,0,0
78,Tim,Sherwood,Midfielder,England,06/02/1969,341,91,37,28,4,64
79,Stuart,Ripley,Midfielder,England,20/11/1967,240,55,14,45,0,7
80,Jason,Wilcox,Midfielder,England,15/07/1971,273,67,31,45,5,27
81,Chris,Price,Midfielder,England,30/03/1960,6,1,0,0,0,0
82,Wayne,Burnett,Midfielder,England,04/09/1971,1,0,0,0,0,0
83,Mark,Atkins,Midfielder,England,14/09/1968,84,20,12,5,1,3
84,Gordon,Cowans,Midfielder,England,27/10/1958,35,13,1,4,0,1
85,Lee,Makel,Midfielder,England,11/01/1973,6,0,0,0,0,0
86,Mike,Newell,Forward,England,27/01/1965,117,36,22,21,1,14
87,Kevin,Gallacher,Forward,Scotland,23/11/1966,198,37,56,20,0,12
88,Peter,Thorne,Forward,England,21/06/1973,0,0,0,0,0,0
89,Alan,Shearer,Forward,England,13/08/1970,441,124,260,64,2,41
91,Dave,Beasant,Goalkeeper,England,20/03/1959,131,27,0,0,0,3
92,Kevin,Hitchcock,Goalkeeper,England,05/10/1962,61,12,0,0,0,0
93,Dmitri,Kharin,Goalkeeper,Russian Federation,16/08/1968,118,37,0,0,0,4
94,Nick,Colgan,Goalkeeper,Ireland,19/09/1973,1,0,0,0,0,0
95,Nigel,Spackman,Midfielder,England,02/12/1960,67,19,0,1,1,0
96,Ian,Pearce,Defender,England,07/05/1974,238,56,11,5,4,20
97,Paul,Elliott,Defender,England,18/03/1964,7,2,0,1,0,1
98,Darren,Barnard,Defender,Wales,30/11/1971,60,9,4,8,1,7
99,Gareth,Hall,Defender,Wales,20/03/1969,87,18,3,0,0,8
100,Mal,Donaghy,Defender,Northern Ireland,13/09/1957,68,15,3,1,0,2
101,Erland,Johnsen,Defender,Norway,05/04/1967,114,33,1,3,1,22
102,Andy,Myers,Defender,England,03/11/1973,103,21,2,1,1,9
103,Frank,Sinclair,Defender,Jamaica,03/12/1971,288,70,8,6,5,68
104,Anthony,Barness,Defender,England,25/02/1973,90,12,0,0,0,4
105,Steve,Clarke,Defender,Scotland,29/08/1963,167,42,1,7,1,18
106,David,Lee,Defender,England,26/11/1969,79,19,5,1,1,6
107,Dennis,Wise,Midfielder,England,16/12/1966,278,85,34,39,5,70
108,David,Hopkin,Midfielder,Scotland,21/08/1970,124,23,7,9,0,16
109,Craig,Burley,Midfielder,Scotland,24/09/1971,157,34,14,12,0,25
110,Eddie,Newton,Midfielder,England,13/12/1971,164,39,7,8,0,8
111,Graham,Stuart,Midfielder,England,24/10/1970,294,62,45,34,1,30
112,Andy,Townsend,Midfielder,Ireland,23/07/1963,215,66,13,30,3,40
113,Alan,Dickens,Midfielder,England,03/09/1964,0,0,0,0,0,0
114,Damien,Matthew,Midfielder,England,23/09/1970,8,0,0,0,0,0
115,Tony,Cascarino,Forward,Ireland,01/09/1962,29,4,6,4,1,0
116,Neil,Shipperley,Forward,England,30/10/1974,149,25,27,10,0,5
117,John,Spencer,Forward,Scotland,11/09/1970,112,11,36,14,0,13
118,Steve,Livingstone,Forward,England,08/09/1969,3,0,0,0,0,0
119,Robert,Fleck,Forward,Scotland,11/08/1965,40,8,3,6,0,3
122,Steve,Ogrizovic,Goalkeeper,England,12/09/1957,191,53,0,2,0,1
123,Jonathan,Gould,Goalkeeper,Scotland,18/07/1968,25,7,0,0,0,0
124,David,Rennie,Defender,Scotland,29/08/1964,82,24,4,5,0,6
125,Peter,Atherton,Defender,England,06/04/1970,318,78,9,14,1,39
126,Chris,Greenman,Defender,England,22/12/1968,2,0,0,0,0,0
127,David,Busst,Defender,Scotland,30/06/1967,50,13,4,2,0,4
128,Phil,Babb,Defender,Ireland,30/11/1970,231,69,4,4,1,26
130,Brian,Borrows,Defender,England,20/12/1960,147,36,2,4,1,19
131,Ray,Woods,Midfielder,England,07/06/1965,0,0,0,0,0,0
133,Sean,Flynn,Midfielder,England,13/03/1968,92,23,8,4,0,6
134,Mike,Flynn,Midfielder,England,23/02/1969,0,0,0,0,0,0
135,Stewart,Robson,Midfielder,England,06/11/1964,16,4,0,2,0,0
136,Willie,Boland,Midfielder,Ireland,06/08/1975,63,14,0,2,0,6
137,Lee,Hurst,Midfielder,England,21/09/1970,35,8,2,3,0,2
138,John,Williams,Forward,England,05/11/1968,80,14,11,8,0,6
139,Roy,Wegerle,Forward,United States,19/03/1964,75,11,13,6,0,2
140,Leigh,Jenkinson,Forward,England,09/07/1969,32,5,1,3,0,0
141,Tony,Sheridan,Forward,Ireland,21/10/1974,9,1,0,0,0,0
142,Mick,Quinn,Forward,England,17/12/1969,64,13,25,5,2,5
143,Peter,Ndlovu,Midfielder,Zimbabwe,25/02/1973,154,39,34,13,0,6
145,Jimmy,Glass,Goalkeeper,England,01/08/1973,0,0,0,0,0,0
146,Nigel,Martyn,Goalkeeper,England,11/08/1966,372,137,0,2,0,7
147,John,Humphrey,Defender,England,31/01/1961,53,16,0,0,0,5
148,Andy,Thorn,Forward,England,12/11/1966,71,15,2,5,2,9
150,Eric,Young,Defender,Wales,25/03/1960,51,13,6,1,0,9
151,Dean,Gordon,Defender,England,10/02/1973,151,36,8,11,0,13
152,Chris,Coleman,Defender,Wales,10/06/1970,101,24,6,4,0,11
153,Gareth,Southgate,Defender,England,03/09/1970,426,137,17,16,1,31
154,Richard,Shaw,Defender,England,11/09/1968,253,63,0,1,1,17
155,Bobby,Bowry,Midfielder,England,19/05/1971,29,7,1,2,0,2
156,Eddie,McGoldrick,Midfielder,Ireland,30/04/1965,80,27,8,8,0,7
157,Stuart,Massey,Midfielder,England,17/11/1964,1,0,0,0,0,0
158,Paul,Mortimer,Midfielder,England,08/05/1968,18,0,1,1,0,1
159,John,Salako,Midfielder,England,11/02/1969,151,30,8,23,0,7
160,Simon,Rodger,Midfielder,England,03/10/1971,56,13,4,6,0,2
161,Lee,Sinnott,Midfielder,England,12/07/1965,19,2,0,0,1,1
162,Ricky,Newman,Midfielder,England,05/08/1970,37,11,3,3,1,5
163,Louie,Donowa,Midfielder,England,24/09/1964,0,0,0,0,0,0
164,Martyn,O'Connor,Midfielder,England,10/12/1967,0,0,0,0,0,0
166,Lou,Macari,Midfielder,Scotland,30/07/1943,0,0,0,0,0,0
167,Chris,Armstrong,Forward,England,19/06/1971,216,50,71,16,2,25
168,George,Ndah,Forward,Nigeria,23/12/1974,28,1,1,1,0,0
169,Grant,Watts,Forward,England,05/11/1973,4,0,0,0,0,0
171,Jason,Kearton,Goalkeeper,Australia,09/07/1969,6,1,0,0,0,1
172,Neville,Southall,Goalkeeper,Wales,16/09/1958,208,62,0,0,2,5
173,Gerry,Peyton,Goalkeeper,Ireland,20/05/1956,1,0,0,0,0,0
174,Dave,Watson,Defender,England,20/11/1961,223,69,6,6,1,25
175,Iain,Jenkins,Defender,Northern Ireland,24/11/1972,1,0,0,0,0,0
176,Neil,Moore,Defender,England,21/09/1972,5,1,0,0,0,0
177,Matt,Jackson,Defender,England,19/10/1971,144,38,4,7,0,14
178,Kenny,Sansom,Defender,England,26/09/1958,28,5,1,3,0,0
179,Andy,Hinchcliffe,Defender,England,05/02/1969,219,57,11,36,2,16
180,Gary,Ablett,Defender,England,19/11/1965,111,31,4,5,0,14
181,David,Unsworth,Defender,England,16/10/1973,364,90,38,18,4,63
182,Paul,Holmes,Defender,England,18/02/1968,21,7,0,2,0,1
183,Alan,Harper,Defender,England,01/11/1960,18,3,0,1,0,0
184,Mark,Ward,Defender,England,10/10/1962,46,11,2,6,0,7
185,Billy,Kenny,Midfielder,England,19/09/1973,17,2,1,2,0,2
186,Barry,Horne,Midfielder,Wales,18/05/1962,130,35,3,5,2,19
187,Peter,Beagrie,NULL,England,28/11/1965,162,19,17,20,0,17
188,John,Doolan,Midfielder,England,07/05/1974,0,0,0,0,0,0
189,Ian,Snodin,Midfielder,England,15/08/1963,52,8,1,3,0,10
190,Robert,Warzycha,Midfielder,Poland,20/08/1963,27,2,1,4,0,0
191,Predrag,Radosavljevic,Midfielder,United States,24/06/1963,46,4,4,1,0,0
192,John,Ebbrell,Defender,England,01/10/1969,121,38,9,6,0,24
193,Tony,Cottee,Forward,England,11/07/1965,220,44,78,10,1,7
194,Peter,Beardsley,Forward,England,18/01/1961,185,50,58,33,0,14
195,Stuart,Barlow,Forward,England,16/07/1968,62,4,10,2,1,2
196,Paul,Rideout,Forward,England,14/08/1964,112,21,29,5,1,5
197,Mo,Johnston,Forward,Scotland,13/04/1963,13,1,3,0,0,0
199,Clive,Baker,Goalkeeper,England,14/03/1959,48,12,0,0,0,0
200,Craig,Forrest,Goalkeeper,Canada,20/09/1967,107,24,0,0,1,1
201,Frank,Yallop,Defender,Canada,04/04/1964,54,4,3,2,0,4
202,Steve,Palmer,Defender,England,31/03/1968,93,15,1,2,0,4
204,John,Wark,Defender,Scotland,04/08/1957,101,23,13,3,1,8
205,Neil,Thompson,Defender,England,02/10/1963,76,23,3,8,0,3
207,Eddie,Youds,Defender,England,03/05/1970,71,12,3,2,0,18
208,Phil,Whelan,Defender,England,07/08/1972,96,22,1,1,2,19
209,Gavin,Johnson,Midfielder,England,10/10/1970,73,14,6,5,0,4
210,Glenn,Pennyfather,Midfielder,England,11/02/1963,4,0,0,0,0,0
211,Simon,Milton,Midfielder,England,23/08/1963,52,2,5,5,0,8
212,Jason,Dozzell,Midfielder,England,09/12/1967,125,26,20,13,0,14
213,David,Gregory,Midfielder,England,23/01/1970,4,0,1,0,0,0
214,Steve,Whitton,Midfielder,England,04/12/1960,35,3,4,2,0,2
215,Adam,Tanner,Midfielder,England,25/10/1973,10,1,2,0,0,1
216,Mick,Stockwell,Midfielder,England,14/02/1965,96,26,5,7,0,1
217,Lee,Durrant,Midfielder,England,18/12/1973,7,1,0,1,0,0
218,Vlado,Bozinoski,Midfielder,"Macedonia, the Former Yugoslav Republic of",30/03/1964,9,1,0,0,0,1
219,Paul,Goddard,Forward,England,12/10/1959,29,2,3,1,0,0
221,Bontcho,Guenchev,Forward,Bulgaria,07/07/1964,61,5,6,3,0,3
222,Chris,Kiwomya,Forward,England,02/12/1969,104,20,21,7,0,7
224,Paul,Pettinger,Goalkeeper,England,01/10/1975,0,0,0,0,0,0
225,John,Lukic,Goalkeeper,England,11/12/1960,147,52,0,0,0,1
226,Mark,Beeney,Goalkeeper,England,30/12/1967,35,13,0,1,1,0
227,Rob,Bowman,Defender,England,21/11/1975,7,2,0,0,0,0
228,David,Wetherall,Defender,England,14/03/1971,257,80,15,13,0,42
229,Tony,Dorigo,Defender,England,31/12/1965,174,52,3,10,0,15
230,David,Kerslake,Defender,England,19/06/1966,45,4,0,4,0,3
231,Jon,Newsome,Defender,England,06/09/1970,155,39,8,4,0,20
232,Kevin,Sharp,Defender,Canada,19/09/1974,17,4,0,0,0,1
233,Dylan,Kerr,Defender,MT,14/01/1967,5,0,0,0,0,0
234,Chris,Fairclough,Defender,England,12/04/1964,119,27,7,2,0,13
235,Frank,Strandli,Midfielder,Norway,16/05/1972,14,1,2,1,0,3
236,Ray,Wallace,Defender,England,02/10/1969,7,1,0,0,0,1
237,David,Rocastle,Midfielder,England,02/05/1967,75,15,4,6,0,7
238,Gary,McAllister,Midfielder,Scotland,25/12/1964,325,86,49,47,1,15
239,Gary,Speed,Midfielder,Wales,08/09/1969,535,140,80,44,1,67
240,Steve,Hodge,Midfielder,England,25/10/1962,46,5,3,2,0,7
241,Mark,Tinkler,Midfielder,England,24/10/1974,25,3,0,3,0,2
242,Gordon,Strachan,Midfielder,Scotland,09/02/1957,96,22,7,14,0,6
243,David,Batty,Midfielder,England,02/12/1968,266,82,5,15,5,65
244,Carl,Shutt,Forward,England,10/10/1961,20,1,0,2,0,1
245,Noel,Whelan,Forward,England,30/12/1974,243,41,44,15,1,39
246,Lee,Chapman,NULL,England,05/12/1959,98,20,23,6,0,4
247,Jamie,Forrester,Forward,England,01/11/1974,9,1,0,3,0,0
248,Rod,Wallace,Forward,England,02/10/1969,197,38,45,20,0,27
250,Mike,Hooper,Goalkeeper,England,10/02/1964,34,10,0,0,0,0
251,Bruce,Grobbelaar,Goalkeeper,Zimbabwe,06/10/1957,66,13,0,0,0,1
252,David,James,Goalkeeper,England,01/08/1970,572,169,0,2,1,13
253,Steve,Nicol,Defender,Scotland,11/12/1961,116,27,1,4,0,4
254,Steve,Harkness,Defender,England,27/08/1971,91,23,3,2,0,14
256,David,Burrows,Defender,England,25/10/1968,192,49,3,7,1,39
257,Torben,Piechnik,Defender,Denmark,21/05/1963,17,3,0,0,0,2
259,Dominic,Matteo,Defender,Scotland,28/04/1974,276,72,3,14,3,36
260,Stig Inge,Bjornebye,Defender,Norway,11/12/1969,162,45,2,26,0,15
261,Rob,Jones,Defender,England,05/11/1971,155,43,0,11,1,10
262,Jamie,Redknapp,Midfielder,England,25/06/1973,295,72,33,26,1,42
263,Michael,Thomas,Midfielder,England,24/08/1967,107,23,6,5,0,13
264,Mike,Marsh,Midfielder,England,21/07/1969,94,20,5,9,0,6
265,Phil,Charnock,Midfielder,England,14/02/1975,0,0,0,0,0,0
266,Mark,Walters,Midfielder,England,02/06/1964,74,8,11,6,0,6
267,Jan,Mølby,Midfielder,Denmark,04/07/1963,35,4,7,6,0,1
268,Istvan,Kozma,Midfielder,Hungary,03/12/1964,1,0,0,0,0,0
269,John,Barnes,Midfielder,England,07/11/1963,201,55,28,29,0,0
271,Steve,McManaman,Midfielder,England,11/02/1972,275,74,41,59,0,14
272,Don,Hutchison,Midfielder,Scotland,09/05/1971,220,48,37,27,4,43
274,Ronny,Rosenthal,Forward,Israel,11/10/1963,118,17,10,8,0,7
275,Ian,Rush,Forward,Wales,20/10/1961,176,51,48,14,0,12
276,Paul,Stewart,Forward,England,07/10/1964,56,14,5,2,2,9
277,Robbie,Fowler,Forward,England,09/04/1975,379,78,163,39,2,27
279,Tony,Coton,Goalkeeper,England,19/05/1961,104,30,0,0,0,4
280,Andy,Dibble,Goalkeeper,Wales,08/05/1965,28,6,0,0,1,1
281,Martyn,Margetson,Goalkeeper,Wales,08/09/1971,1,0,0,0,0,0
282,Keith,Curle,Defender,England,14/11/1963,131,33,6,0,0,21
283,Ray,Ranson,Defender,England,12/06/1960,17,4,0,1,0,4
284,Kare,Ingebrigtsen,Midfielder,Norway,11/11/1965,15,1,0,0,0,1
285,Ian,Brightwell,Defender,England,09/04/1968,87,21,1,7,1,10
287,Michel,Vonk,Defender,Netherlands,28/10/1968,82,19,4,4,0,11
289,John,Foster,Defender,England,19/09/1973,16,1,0,1,0,3
290,Richard,Edghill,Defender,England,23/09/1974,55,10,0,1,1,7
291,Terry,Phelan,Defender,Ireland,16/03/1967,143,30,1,6,1,19
292,Andy,Hill,Defender,England,20/01/1965,54,12,1,1,0,2
293,Steve,Lomas,Midfielder,Northern Ireland,18/01/1974,235,57,14,20,5,37
294,Steve,McMahon,Midfielder,England,20/08/1961,69,20,1,4,0,12
295,David,White,Midfielder,England,30/10/1967,100,25,26,7,0,6
296,Richard,Holden,Midfielder,England,09/09/1964,79,16,9,15,1,3
297,Fitzroy,Simpson,Midfielder,Jamaica,26/02/1970,60,12,3,2,0,9
298,David,Kerr,Midfielder,Scotland,06/09/1974,6,1,0,0,0,0
299,Mike,Quigley,Midfielder,England,02/10/1970,7,0,0,0,0,1
300,Garry,Flitcroft,Midfielder,England,06/11/1972,301,71,24,18,2,54
301,Peter,Reid,Midfielder,England,20/06/1956,31,1,0,2,0,1
302,Paul,Lake,Midfielder,England,28/10/1968,2,0,0,0,0,0
303,Adie,Mike,Forward,England,16/11/1973,14,0,1,1,0,0
304,Niall,Quinn,Forward,Ireland,06/10/1966,250,32,59,37,1,26
305,Mike,Sheron,Forward,England,11/01/1972,92,14,18,4,0,0
307,Peter,Schmeichel,Goalkeeper,Denmark,18/11/1963,310,128,1,3,0,5
308,Kevin,Pilkington,Goalkeeper,England,08/03/1974,6,1,0,0,0,0
309,Gary,Walsh,Goalkeeper,England,21/03/1968,96,22,0,0,0,4
310,Les,Sealey,Goalkeeper,England,29/09/1957,4,0,0,0,0,0
311,Brian,Carey,Defender,Ireland,31/05/1968,12,2,0,0,1,2
312,Neil,Whitworth,Defender,England,12/04/1972,0,0,0,0,0,0
313,John,O'Kane,Defender,England,15/11/1974,16,3,0,2,0,5
314,Pat,McGibbon,Defender,Northern Ireland,06/09/1973,0,0,0,0,0,0
315,Denis,Irwin,Defender,Ireland,31/10/1965,328,123,18,25,1,25
316,Lee,Martin,Defender,England,05/02/1968,1,1,0,0,0,0
317,Paul,Parker,Defender,England,04/04/1964,87,30,1,0,1,4
318,Chris,Casper,Defender,England,28/04/1975,2,0,0,0,0,0
319,Steve,Bruce,Defender,England,31/12/1960,148,61,11,5,0,23
320,Gary,Pallister,Defender,England,30/06/1965,261,104,9,6,1,27
321,Gary,Neville,Right Full Back,England,18/02/1975,400,148,5,35,2,53
322,Bryan,Robson,Midfielder,England,11/01/1957,32,5,2,0,0,3
323,Darren,Ferguson,Midfielder,Scotland,09/02/1972,18,7,0,0,0,2
324,Andrei,Kanchelskis,Forward,Russian Federation,23/01/1969,151,43,42,21,0,3
325,Clayton,Blackmore,Midfielder,Wales,23/09/1964,35,8,2,2,1,2
326,Paul,Ince,Midfielder,England,21/10/1967,306,101,42,29,2,74
327,Benjamin,Thornley,Midfielder,England,21/04/1975,9,0,0,0,0,0
328,Lee,Sharpe,Midfielder,England,27/05/1971,175,51,22,24,0,13
329,Keith,Gillespie,Midfielder,Northern Ireland,18/02/1975,238,34,17,25,3,24
331,David,Beckham,Centre/Right Central Midfielder,England,02/05/1975,265,76,62,80,0,43
332,Nicky,Butt,Midfielder,England,21/01/1975,411,94,29,24,6,77
333,Simon,Davies,Midfielder,Wales,23/04/1974,11,0,0,0,0,0
334,Russell,Beardsmore,Midfielder,England,28/09/1968,0,0,0,0,0,0
335,Ryan,Giggs,Left/Centre Central Midfielder,Wales,29/11/1973,632,173,109,162,0,37
336,Paul,Scholes,Centre Central Midfielder,England,16/11/1974,499,116,107,55,4,97
337,Brian,McClair,Forward,Scotland,08/12/1963,162,41,18,13,0,4
338,Dion,Dublin,Forward,England,22/04/1969,312,72,111,40,5,30
339,Mark,Hughes,Forward,Wales,01/11/1963,297,80,64,33,2,70
340,Colin,McKee,Forward,Scotland,22/08/1973,1,0,0,0,0,0
342,Eric,Cantona,Forward,France,24/05/1966,156,63,70,56,3,15
345,Steve,Pears,Goalkeeper,England,22/01/1962,26,4,0,0,0,1
346,Ian,Ironside,Goalkeeper,England,08/03/1964,12,2,0,0,0,0
347,Andy,Collett,Goalkeeper,England,28/10/1973,2,0,0,0,0,0
348,Jon,Gittens,Defender,England,22/01/1964,13,1,0,0,0,3
349,Curtis,Fleming,Defender,Ireland,08/10/1968,146,28,2,6,0,21
350,Nicky,Mohan,Defender,England,06/10/1970,41,3,2,1,1,8
351,Michael,Barron,Defender,England,22/12/1974,1,0,0,0,0,0
352,Alan,Kernaghan,Defender,Ireland,25/04/1967,74,17,3,1,1,7
353,Andy,Peake,Defender,England,01/10/1961,33,7,0,2,0,7
354,Derek,Whyte,Defender,Scotland,31/08/1968,81,17,0,1,1,14
355,Jimmy,Phillips,Midfielder,England,08/02/1966,99,16,3,11,0,12
356,Andrew,Todd,Defender,England,21/09/1974,172,41,8,2,3,31
357,Chris,Kamara,Midfielder,England,25/12/1957,29,3,0,1,0,4
358,Graham,Kavanagh,Midfielder,Ireland,02/12/1973,54,11,1,3,0,9
359,Phil,Stamp,Midfielder,England,12/12/1975,93,8,6,5,2,12
360,Alan,Moore,Midfielder,Ireland,25/11/1974,35,0,0,0,1,4
361,Chris,Morris,Midfielder,Ireland,24/12/1963,52,12,3,1,0,12
362,Jamie,Pollock,Midfielder,England,16/02/1974,79,18,3,4,0,21
363,Robbie,Mustoe,Midfielder,England,28/08/1968,203,41,10,7,1,30
364,Dwight,Marshall,Forward,England,03/10/1965,3,0,0,0,0,0
365,Craig,Hignett,Forward,England,12/01/1970,101,11,19,9,0,13
366,John,Hendrie,Forward,Scotland,24/10/1963,65,10,11,8,0,3
367,William,Falconer,Forward,Scotland,04/05/1966,51,8,9,4,1,2
368,Paul,Wilkinson,Forward,England,30/10/1964,48,9,13,7,0,3
371,Bryan,Gunn,Goalkeeper,Scotland,22/12/1963,104,28,0,0,1,3
372,John,Polston,Defender,England,10/06/1968,96,25,1,1,1,11
373,Daryl,Sutch,Defender,England,11/09/1971,55,5,3,6,0,2
374,Jason,Minett,Defender,England,12/08/1971,1,0,0,0,0,0
375,Colin,Woodthorpe,Defender,England,13/01/1969,27,6,0,2,0,1
376,Mark,Bowen,Defender,Wales,07/12/1963,142,32,9,7,0,9
377,Gary,Megson,Defender,England,02/05/1959,46,10,1,2,0,6
378,Ian,Culverhouse,Defender,England,22/09/1964,83,21,1,2,0,4
379,Ian,Butterworth,Defender,England,25/01/1964,51,8,1,1,0,1
380,Rob,Newman,Defender,England,13/12/1963,82,13,5,4,0,12
382,Ian,Crook,Midfielder,England,18/01/1963,106,25,3,16,0,7
383,Jeremy,Goss,Midfielder,Wales,11/05/1965,84,17,9,9,0,12
384,Darren,Eadie,Midfielder,England,10/06/1975,81,10,7,4,0,4
386,Mark,Robins,Forward,England,22/12/1969,92,11,25,16,0,2
387,Jamie,Cureton,Forward,England,28/08/1975,17,1,4,0,0,0
388,Ruel,Fox,Forward,Montserrat,14/01/1968,223,55,36,44,0,8
389,Efan,Ekoku,Forward,Nigeria,08/06/1967,160,12,52,10,0,18
390,Chris,Sutton,Forward,England,10/03/1973,255,61,83,41,2,47
391,Lee,Power,Forward,England,30/06/1972,23,2,6,1,1,2
393,Andy,Marriott,Goalkeeper,Wales,11/10/1970,7,0,0,0,0,0
394,Mark,Crossley,Goalkeeper,Wales,16/06/1969,204,52,0,3,1,2
395,Stuart,Pearce,Defender,England,24/04/1962,202,52,20,7,2,38
396,Gary,Charles,Defender,England,13/04/1970,98,27,3,8,1,6
397,Carl,Tiler,Defender,England,11/02/1970,107,31,3,0,1,21
398,Steve,Chettle,Defender,England,27/09/1968,174,40,2,3,3,16
